univeristy_name,course_type,univeristy_code,course,key,course_code
University of Derby,3FT Hon BA,D39,Broadcast Media and Film & Television Studies,D39-P392,P392
University of Derby,3FT Hon BA,D39,Broadcast Media and Geography,D39-PL3R,PL3R
University of Derby,3FT Hon BA/BSc,D39,Broadcast Media and Geology,D39-PF36,PF36
University of Derby,3FT Hon BA,D39,Broadcast Media and History,D39-PVH1,PVH1
University of Derby,3FT Hon BA,D39,Broadcast Media and Human Resources Management,D39-PN36,PN36
University of Derby,3FT Hon BA/BSc,D39,Broadcast Media and Intl Relations & Global Dev,D39-PL3F,PL3F
University of Derby,3FT Hon BA,D39,Broadcast Media and Law,D39-PMH1,PMH1
University of Derby,3FT Hon BA,D39,Broadcast Media and Marketing,D39-PN3M,PN3M
University of Derby,3FT Hon BA/BSc,D39,Broadcast Media and Mathematics,D39-PG31,PG31
University of Derby,3FT Hon BA,D39,Broadcast Media and Media Writing,D39-PWJ8,PWJ8
University of Derby,3FT Hon BA,D39,Broadcast Media and Popular Music (Production),D39-PWJ3,PWJ3
University of Derby,3FT Hon BA/BSc,D39,Broadcast Media and Psychology,D39-PC3V,PC3V
University of Derby,3FT Hon BA,D39,Broadcast Media and Sociology,D39-PLH3,PLH3
University of Derby,3FT Hon BA,D39,Broadcast Media and Sport & Exercise Studies,D39-PCJ6,PCJ6
University of Derby,3FT Hon BA,D39,Broadcast Media and Theatre Arts,D39-PWJ4,PWJ4
University of Derby,3FT Hon BA,D39,"Broadcast Media, Creative Writing , Film and TV",D39-PW3W,PW3W
University of Derby,2FT HND,D39,Business and Management,D39-21NN,21NN
University of Derby,1FT/3FT/4SW Hon BA,D39,Business Management (3 or 4 years),D39-N200,N200
University of Derby,3FT Hon BA,D39,Business Management and Education Studies,D39-NX23,NX23
University of Derby,3FT Hon BA,D39,Business Management and English,D39-NQ23,NQ23
University of Derby,3FT Hon BA,D39,Business Management and Film & Television St,D39-NP23,NP23
University of Derby,3FT Hon BSc,D39,Business Management and Geography,D39-FN8F,FN8F
University of Derby,3FT Hon BSc,D39,Business Management and Geology,D39-FN62,FN62
University of Derby,3FT Hon BA,D39,Business Management and History,D39-NV21,NV21
University of Derby,3FT Hon BA,D39,Business Management and Human Resource Mgt,D39-NN26,NN26
University of Derby,3FT Hon BA,D39,Business Management and Law,D39-NM21,NM21
University of Derby,3FT Hon BA,D39,Business Management and Marketing,D39-NN25,NN25
University of Derby,3FT Hon BA,D39,Business Management and Popular Music (Prod),D39-NW21,NW21
University of Derby,3FT Hon BSc,D39,Business Management and Psychology,D39-CN8F,CN8F
University of Derby,3FT Hon BA,D39,Business Management and Sociology,D39-NL13,NL13
University of Derby,3FT Hon BA,D39,Business Management and Theatre Arts,D39-NW24,NW24
University of Derby,3FT Hon BA/BSc,D39,Business Management and Third World Development,D39-NL29,NL29
University of Derby,3FT/4SW Hon BA,D39,Business Studies (3 or 4 years),D39-N100,N100
University of Derby,3FT Hon BA,D39,Child and Youth Studies,D39-L531,L531
University of Derby,3FT Hon BEng,D39,Civil and Infrastructure Engineering,D39-H291,H291
University of Derby,1FT FYr FYr,D39,Civil and Infrastructure Engineering Foundation,D39-H292,H292
University of Derby,2FT Fdg FdEng,D39,Civil Engineering,D39-H201,H201
University of Derby,3FT Hon BSc,D39,Civil Engineering,D39-H202,H202
University of Derby,1FT FYr FYr,D39,Civil Engineering Foundation,D39-H204,H204
University of Derby,3FT Hon BA,D39,Commercial Photography,D39-W640,W640
University of Derby,1FT FYr FYr,D39,Commercial Photography (Year 0),D39-W645,W645
University of Derby,4SW Hon BSc,D39,Computer Forensics and Security,D39-G550,G550
University of Derby,3FT/4SW Hon BA,D39,Computer Games Modelling & Animation,D39-GG64,GG64
University of Derby,4SW Hon BSc,D39,Computer Games Programming,D39-G450,G450
University of Derby,4SW Hon BSc,D39,Computer Networks,D39-G406,G406
University of Derby,4SW Hon BSc,D39,Computing,D39-G403,G403
University of Derby,3FT Hon BSc,D39,Construction Management,D39-K252,K252
University of Derby,3FT Hon BA,D39,Countryside Management and Adventure Tourism,D39-DN48,DN48
University of Derby,3FT Hon BA,D39,Creative Expressive Therapies (Art),D39-W191,W191
University of Derby,3FT Hon BA,D39,Creative Expressive Therapies (Dance),D39-W590,W590
University of Derby,3FT Hon BA,D39,Creative Expressive Therapies (Drama),D39-W490,W490
University of Derby,3FT Hon BA,D39,Creative Expressive Therapies (Music),D39-W391,W391
University of Derby,3FT Hon BA,D39,Creative Writing,D39-W800,W800
University of Derby,3FT Hon BA/BSc,D39,Creative Writing and Environmental Hazards,D39-WF87,WF87
University of Derby,3FT Hon BA,D39,Creative Writing and Film & Television Studies,D39-PW38,PW38
University of Derby,3FT Hon BSc,D39,Creative Writing and Geography,D39-FW88,FW88
University of Derby,3FT Hon BA,D39,Creative Writing and Geology,D39-WF86,WF86
University of Derby,3FT Hon BA,D39,Creative Writing and History,D39-VW19,VW19
University of Derby,3FT Hon BA,D39,Creative Writing and Human Resources Management,D39-WN86,WN86
University of Derby,3FT Hon BA/BSc,D39,Creative Writing and Intntl Rels & Global Devt,D39-WL82,WL82
University of Derby,3FT Hon BA,D39,Creative Writing and Law,D39-WM81,WM81
University of Derby,3FT Hon BA,D39,Creative Writing and Marketing,D39-NW19,NW19
University of Derby,3FT Hon BA/BSc,D39,Creative Writing and Mathematics,D39-WG81,WG81
University of Derby,3FT Hon BA,D39,Creative Writing and Media Writing,D39-W890,W890
University of Derby,3FT Hon BA,D39,Creative Writing and Psychology,D39-CW89,CW89
University of Derby,3FT Hon BA,D39,Creative Writing and Sociology,D39-WL83,WL83
University of Derby,3FT Hon BA,D39,Creative Writing and Sport & Exercise Studies,D39-WC86,WC86
University of Derby,3FT Hon BA,D39,Creative Writing and Theatre Arts,D39-WW49,WW49
University of Derby,3FT Hon BA/BSc,D39,Creative Writing and Third World Development,D39-WL89,WL89
University of Derby,3FT Hon BA,D39,"Creative Writing, English and History",D39-WV81,WV81
University of Derby,3FT Hon BA,D39,Criminology and Broadcast Media,D39-MP93,MP93
University of Derby,3FT Hon BA,D39,Criminology and Education Studies,D39-MX23,MX23
University of Derby,3FT Hon BA,D39,Criminology and English,D39-MQ23,MQ23
University of Derby,3FT Hon BA/BSc,D39,Criminology and Environmental Hazards,D39-MF97,MF97
University of Derby,3FT Hon BA,D39,Criminology and Film & Television Studies,D39-MP2H,MP2H
University of Derby,3FT Hon BA/BSc,D39,Criminology and Geography,D39-ML27,ML27
University of Derby,3FT Hon BA/BSc,D39,Criminology and Geology,D39-MF26,MF26
University of Derby,3FT Hon BA,D39,Criminology and History,D39-MV21,MV21
University of Derby,3FT Hon BA,D39,Criminology and Human Resources Management,D39-MN26,MN26
University of Derby,3FT Hon BA/BSc,D39,Criminology and Intntl Rels & Global Development,D39-ML92,ML92
University of Derby,3FT Hon BA,D39,Criminology and Law,D39-MM21,MM21
University of Derby,3FT Hon BA,D39,Criminology and Marketing,D39-MN25,MN25
University of Derby,3FT Hon BA/BSc,D39,Criminology and Mathematics,D39-MG21,MG21
University of Derby,3FT Hon BA,D39,Criminology and Popular Music Production,D39-MW23,MW23
University of Derby,3FT Hon BA,D39,Criminology and Psychology,D39-MC28,MC28
University of Derby,3FT Hon BA,D39,Criminology and Sociology,D39-ML23,ML23
University of Derby,3FT Hon BA,D39,Criminology and Sport and Exercise Studies,D39-MC26,MC26
University of Derby,3FT Hon BA,D39,Criminology and Theatre Arts,D39-MW24,MW24
University of Derby,3FT Hon BA,D39,Dance & Movement  Studies and Law,D39-WM51,WM51
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement St / Intntl Rels & Global Devt.,D39-WL52,WL52
University of Derby,3FT Hon BA,D39,Dance & Movement St and Film & Television St,D39-PW35,PW35
University of Derby,3FT Hon BA,D39,Dance & Movement St and Human Resource Mgt,D39-NW65,NW65
University of Derby,3FT Hon BA,D39,Dance & Movement St and Popular Music (Prod),D39-WW35,WW35
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement St and Property Development,D39-WK52,WK52
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement St and Third World Development,D39-WL59,WL59
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and Education Studies,D39-WX53,WX53
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and English,D39-QW35,QW35
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement Studies and Env Hazards,D39-WF57,WF57
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement Studies and Geography,D39-WFM8,WFM8
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement Studies and Geology,D39-WF56,WF56
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and History,D39-WV51,WV51
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and Marketing,D39-NW55,NW55
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement Studies and Mathematics,D39-WG51,WG51
University of Derby,3FT Hon BA/BSc,D39,Dance & Movement Studies and Psychology,D39-WC58,WC58
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and Sociology,D39-WL53,WL53
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and Sport & Exercise St,D39-WC56,WC56
University of Derby,3FT Hon BA,D39,Dance & Movement Studies and Theatre Arts,D39-WW45,WW45
University of Derby,3FT Hon BSc,D39,Diagnostic Radiography,D39-B821,B821
University of Derby,3FT Hon BA,D39,Early Childhood Studies,D39-X310,X310
University of Derby,3FT Hon BA,D39,Early Childhood Studies & Dance & Movement St,D39-L5W5,L5W5
University of Derby,3FT Hon BA,D39,Early Childhood Studies and American Studies,D39-L5T7,L5T7
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Architectural Design,D39-LK52,LK52
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Biology,D39-L5C1,L5C1
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Broadcast Media,D39-L5P3,L5P3
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Business Management,D39-L5NF,L5NF
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Creative Writing,D39-L5W8,L5W8
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Criminology,D39-LL56,LL56
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Education Studies,D39-LX53,LX53
University of Derby,3FT Hon BA,D39,Early Childhood Studies and English,D39-LQ53,LQ53
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Film & TV Studies,D39-LP53,LP53
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Geography,D39-LF58,LF58
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Geology,D39-LF56,LF56
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and HR Management,D39-LN56,LN56
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Law,D39-LM51,LM51
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Marketing,D39-LN55,LN55
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Mathematics,D39-LG51,LG51
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Pop Music Production,D39-LW53,LW53
University of Derby,3FT Hon BA,D39,Early Childhood Studies and Popular Cult & Media,D39-LP5H,LP5H
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Psychology,D39-LC58,LC58
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Third World Devt,D39-LL52,LL52
University of Derby,3FT Hon BA/BSc,D39,Early Childhood Studies and Zoology,D39-L5C3,L5C3
University of Derby,4FT Hon BEd,D39,Education (BEd),D39-X100,X100
University of Derby,3FT Hon BA,D39,Education Studies,D39-X300,X300
University of Derby,3FT Hon BA,D39,Education Studies and American Studies,D39-XT37,XT37
University of Derby,3FT Hon BA,D39,Education Studies and Creative Writing,D39-WX83,WX83
University of Derby,3FT Hon BA,D39,Education Studies and English,D39-QX33,QX33
University of Derby,3FT Hon BSc,D39,Education Studies and Geology,D39-FX63,FX63
University of Derby,3FT Hon BA,D39,Education Studies and Human Resources Management,D39-XN36,XN36
University of Derby,3FT Hon BA/BSc,D39,Education Studies and Intl Rels & Global Devt,D39-XL32,XL32
University of Derby,3FT Hon BA,D39,Education Studies and Law,D39-XM31,XM31
University of Derby,3FT Hon BA,D39,Education Studies and Media Writing,D39-XW38,XW38
University of Derby,3FT Hon BA,D39,Education Studies and Popular Culture & Media,D39-XP3H,XP3H
University of Derby,3FT Hon BA,D39,Education Studies and Popular Music (Production),D39-WX33,WX33
University of Derby,3FT Hon BA,D39,Education Studies and Property Development,D39-XK32,XK32
University of Derby,3FT Hon BA,D39,Education Studies and Sociology,D39-LX33,LX33
University of Derby,3FT Hon BA,D39,Education Studies and Theatre Arts,D39-WX43,WX43
University of Derby,3FT Hon BA/BSc,D39,Education Studies and Third World Development,D39-XL39,XL39
University of Derby,3FT Hon BA,D39,"Education Studies, Mathematics and History",D39-XG31,XG31
University of Derby,3FT Hon BEng,D39,Electrical and Electronic Engineering,D39-H600,H600
University of Derby,1FT FYr FYr,D39,Electrical and Electronic Engineering Foundation,D39-H601,H601
University of Derby,3FT Hon BA,D39,English,D39-Q200,Q200
University of Derby,3FT Hon BA,D39,English and Creative Writing,D39-QW38,QW38
University of Derby,3FT Hon BA,D39,English and Film & Television Studies,D39-PQ33,PQ33
University of Derby,3FT Hon BA,D39,English and Geography,D39-FQ83,FQ83
University of Derby,3FT Hon BA,D39,English and History,D39-QV31,QV31
University of Derby,3FT Hon BA,D39,English and Marketing,D39-NQ53,NQ53
University of Derby,3FT Hon BA,D39,English and Media Writing,D39-QW3V,QW3V
University of Derby,3FT Hon BA,D39,English and Psychology,D39-CQ83,CQ83
University of Derby,3FT Hon BA,D39,English and Sociology,D39-LQ33,LQ33
University of Derby,3FT Hon BA,D39,English and Theatre Arts,D39-QW3K,QW3K
University of Derby,3FT Hon BA/BSc,D39,English and Zoology,D39-QC33,QC33
University of Derby,3FT Hon BA,D39,"English, Mathematics and History",D39-GQV0,GQV0
University of Derby,3FT Hon BA/BSc,D39,"English, Theatre Arts and Biology",D39-QW34,QW34
University of Derby,3FT Hon BA/BSc,D39,Environmental Hazards & Popular Culture & Media,D39-BW99,BW99
University of Derby,3FT Hon BSc,D39,Environmental Hazards and 3rd World Development,D39-FL79,FL79
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Biology,D39-FC71,FC71
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Business Management,D39-FN72,FN72
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Education Studies,D39-FX73,FX73
University of Derby,3FT Hon BSc,D39,Environmental Hazards and English,D39-FQ73,FQ73
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Geography,D39-FF78,FF78
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Geology,D39-FF76,FF76
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Law,D39-FM71,FM71
University of Derby,3FT Hon BSc,D39,Environmental Hazards and Property Development,D39-FK7F,FK7F
University of Derby,3FT Hon BA,D39,Events Management,D39-N820,N820
University of Derby,3FT Hon BA,D39,Fashion Studies,D39-W221,W221
University of Derby,1FT FYr FYr,D39,Fashion Studies (Year 0),D39-W233,W233
University of Derby,3FT Hon BA,D39,Film & Televis Studies and Pop Music (Prod),D39-PW33,PW33
University of Derby,3FT Hon BA/BSc,D39,Film & Television St and Environmental Hazards,D39-PF37,PF37
University of Derby,3FT Hon BA/BSc,D39,Film & Television St and Third World Development,D39-PL39,PL39
University of Derby,3FT Hon BA/BSc,D39,Film & Television Studies and Geology,D39-PF3P,PF3P
University of Derby,3FT Hon BA,D39,Film & Television Studies and History,D39-PV31,PV31
University of Derby,3FT Hon BA,D39,Film & Television Studies and Law,D39-MP13,MP13
University of Derby,3FT Hon BA,D39,Film & Television Studies and Media Writing,D39-PW3V,PW3V
University of Derby,3FT Hon BA,D39,Film & Television Studies and Sociology,D39-LP33,LP33
University of Derby,3FT Hon BA,D39,Film & Television Studies and Theatre Arts,D39-PW3K,PW3K
University of Derby,3FT Hon BA/BSc,D39,Film & TV St and Intntl Rels &Global Development,D39-PL32,PL32
University of Derby,3FT Hon BA,D39,Film & TV Studies and Human Resources Mgt,D39-PN3P,PN3P
University of Derby,3FT Hon BA,D39,Film & TV Studies and Property Development,D39-PK32,PK32
University of Derby,3FT Hon BA,D39,Film & TV Studies and Sport & Exercise Studies,D39-PC36,PC36
University of Derby,3FT Hon BA,D39,Film and Television Studies,D39-W622,W622
University of Derby,3FT Hon BA,D39,Film and Video Production,D39-W621,W621
University of Derby,1FT FYr FYr,D39,Film and Video Production (Year 0),D39-W619,W619
University of Derby,3FT Hon BA,D39,Film Studies,D39-W600,W600
University of Derby,1FT Hon BA,D39,Financial Markets (Top-up),D39-N300,N300
University of Derby,3FT Hon BA,D39,Fine Art,D39-W100,W100
University of Derby,1FT Hon FYr,D39,Fine Art (Year 0),D39-W101,W101
University of Derby,3FT Hon BSc,D39,Forensic Science,D39-F411,F411
University of Derby,3FT Hon BSc,D39,Forensic Science with Criminology,D39-F410,F410
University of Derby,3FT Hon BSc,D39,Geography,D39-F800,F800
University of Derby,3FT Hon BSc,D39,Geography and Geology,D39-FF86,FF86
University of Derby,3FT Hon BA/BSc,D39,Geography and History,D39-FV8D,FV8D
University of Derby,3FT Hon BSc,D39,Geography and Human Resource Management,D39-FN86,FN86
University of Derby,3FT Hon BSc,D39,Geography and Law,D39-FM8C,FM8C
University of Derby,3FT Hon BA/BSc,D39,Geography and Media Writing,D39-LW78,LW78
University of Derby,3FT Hon BA/BSc,D39,Geography and Popular Music Production,D39-LW73,LW73
University of Derby,3FT Hon BSc,D39,Geography and Sociology,D39-FL83,FL83
University of Derby,3FT Hon BA/BSc,D39,Geography and Sport & Exercise Studies,D39-LC76,LC76
University of Derby,3FT Hon BA/BSc,D39,Geography and Theatre Arts,D39-LW74,LW74
University of Derby,3FT Hon BSc,D39,Geography and Zoology,D39-FC83,FC83
University of Derby,3FT Hon BSc,D39,Geology,D39-F600,F600
University of Derby,3FT Hon BSc,D39,Geology and History,D39-FV61,FV61
University of Derby,3FT Hon BSc,D39,Geology and Marketing,D39-FN65,FN65
University of Derby,3FT Hon BSc,D39,Geology and Mathematics,D39-FG61,FG61
University of Derby,3FT Hon BA/BSc,D39,Geology and Media Writing,D39-FW68,FW68
University of Derby,3FT Hon BA/BSc,D39,Geology and Popular Culture & Media,D39-FP63,FP63
University of Derby,3FT Hon BSc,D39,Geology and Psychology,D39-FC68,FC68
University of Derby,3FT Hon BA/BSc,D39,Geology and Sociology,D39-FL63,FL63
University of Derby,3FT Hon BA/BSc,D39,Geology and Theatre Arts,D39-FW64,FW64
University of Derby,2FT Fdg FdA,D39,Hairdressing and Salon Management,D39-WN92,WN92
University of Derby,3FT Hon BA,D39,Health and Social Care,D39-L590,L590
University of Derby,3FT Hon BA,D39,History,D39-V100,V100
University of Derby,3FT Hon BA,D39,History and Education Studies,D39-VX13,VX13
University of Derby,3FT Hon BA,D39,History and Human Resource Management,D39-NV61,NV61
University of Derby,3FT Hon BA,D39,History and Law,D39-MV11,MV11
University of Derby,3FT Hon BA,D39,History and Marketing,D39-VN15,VN15
University of Derby,3FT Hon BA/BSc,D39,History and Mathematics,D39-VG11,VG11
University of Derby,3FT Hon BA,D39,History and Popular Music (Production),D39-VW13,VW13
University of Derby,3FT Hon BA/BSc,D39,History and Psychology,D39-VC18,VC18
University of Derby,3FT Hon BA,D39,Hospitality and Culinary Arts,D39-DNP2,DNP2
University of Derby,3FT Hon BA,D39,Hospitality and Events Management,D39-NN8F,NN8F
University of Derby,4SW Hon BA,D39,Hospitality Management,D39-N226,N226
University of Derby,3FT Hon BA,D39,HRM and Popular Culture & Media,D39-NP63,NP63
University of Derby,3FT Hon BA,D39,Human Resource Management,D39-N600,N600
University of Derby,3FT Hon BA,D39,Human Resource Management and American Studies,D39-NT67,NT67
University of Derby,3FT Hon BA,D39,Human Resource Management and Law,D39-NM61,NM61
University of Derby,3FT Hon BA,D39,Human Resource Management and Marketing,D39-NN65,NN65
University of Derby,3FT Hon BA,D39,Human Resource Management and Media Writing,D39-NW68,NW68
University of Derby,3FT Hon BSc,D39,Human Resource Management and Psychology,D39-CN8P,CN8P
University of Derby,3FT Hon BA,D39,Human Resource Management and Sociology,D39-LN36,LN36
University of Derby,3FT Hon BA,D39,Human Resource Management and Theatre Arts,D39-NW64,NW64
University of Derby,3FT Hon BSc,D39,Information Technology,D39-G502,G502
University of Derby,3FT Hon BSc,D39,Interactive Media Production,D39-GW43,GW43
University of Derby,1FT FYr FYr,D39,Interactive Media Production Foundation,D39-GW4H,GW4H
University of Derby,1FT Hon BA,D39,International Business Management (top-up),D39-N201,N201
University of Derby,1FT FYr FYr,D39,International Foundation Programme,D39-Q390,Q390
University of Derby,3FT Hon BA,D39,International Hospitality and Tourism Management,D39-N863,N863
University of Derby,3FT Hon BSc,D39,International Spa Management,D39-B350,B350
University of Derby,1FT Hon BA,D39,International Trade (Top-up),D39-L160,L160
University of Derby,3FT Hon BSc,D39,Intntl Relations & Global Dev and 3rd World Dev,D39-LL29,LL29
University of Derby,3FT Hon BSc,D39,Intntl Relations & Global Dev and Biology,D39-LC21,LC21
University of Derby,3FT Hon BA/BSc,D39,Intntl Relations & Global Dev and Business Mgt,D39-LN2F,LN2F
University of Derby,3FT Hon BSc,D39,Intntl Relations & Global Dev and Geography,D39-LF28,LF28
University of Derby,3FT Hon BSc,D39,Intntl Relations & Global Dev and Geology,D39-LF26,LF26
University of Derby,3FT Hon BA/BSc,D39,Intntl Relations & Global Dev and Marketing,D39-LN25,LN25
University of Derby,3FT Hon BA/BSc,D39,Intntl Relations & Global Development and Law,D39-LM21,LM21
University of Derby,3FT Hon BA/BSc,D39,Intntl Rels & Global Dev and Human Resources Mgt,D39-LN26,LN26
University of Derby,3FT Hon BA/BSc,D39,Intntl Rels & Global Dev and Pop Cult & Media,D39-LP23,LP23
University of Derby,3FT Hon BA/BSc,D39,Intntl. Relations & Global Dev. and Psychology,D39-LC28,LC28
University of Derby,3FT Hon BA,D39,Journalism,D39-P500,P500
University of Derby,3FT Hon LLB,D39,Law,D39-M100,M100
University of Derby,3FT Hon BA,D39,Law,D39-M101,M101
University of Derby,3FT Hon BA,D39,Law and Marketing,D39-MN15,MN15
University of Derby,3FT Hon BA/BSc,D39,Law and Mathematics,D39-MG11,MG11
University of Derby,3FT Hon BA,D39,Law and Media Writing,D39-MW18,MW18
University of Derby,3FT Hon BA,D39,Law and Psychology,D39-CM81,CM81
University of Derby,3FT Hon BA,D39,Law and Sociology,D39-LM31,LM31
University of Derby,3FT Hon BA,D39,Law and Theatre Arts,D39-MW14,MW14
University of Derby,3FT Hon LLB,D39,Law with Criminology,D39-M1M2,M1M2
University of Derby,1FT FYr FYr,D39,Manufacturing and Production Eng Foundation,D39-H703,H703
University of Derby,3FT Hon BEng,D39,Manufacturing and Production Engineering,D39-H702,H702
University of Derby,3FT/4SW Hon BA,D39,Marketing,D39-N500,N500
University of Derby,3FT Hon BA,D39,Marketing and Advertising Management,D39-N590,N590
University of Derby,3FT Hon BA/BSc,D39,Marketing and Environmental Hazards,D39-NF57,NF57
University of Derby,3FT Hon BA,D39,Marketing and Media Writing,D39-NW58,NW58
University of Derby,3FT Hon BA,D39,Marketing and Popular Music (Production),D39-NW53,NW53
University of Derby,3FT Hon BA,D39,Marketing and Sociology,D39-NL53,NL53
University of Derby,3FT Hon BA,D39,Marketing and Theatre Arts,D39-NW5K,NW5K
University of Derby,3FT Hon BA/BSc,D39,Marketing and Zoology,D39-NC53,NC53
University of Derby,3FT Hon BA,D39,"Marketing, Sport & Exercise St and Business Mgt",D39-CN65,CN65
University of Derby,4SW Hon BSc,D39,Mathematical & Computer Studies,D39-GG41,GG41
University of Derby,3FT Hon BSc,D39,Mathematical Studies,D39-G120,G120
University of Derby,3FT Hon BSc,D39,Mathematical Studies with Education,D39-G1X3,G1X3
University of Derby,3FT Hon BSc,D39,Mathematics and Architectural Design,D39-GK11,GK11
University of Derby,3FT Hon BSc,D39,Mathematics and Biology,D39-CG11,CG11
University of Derby,3FT Hon BSc,D39,Mathematics and Business Management,D39-GN12,GN12
University of Derby,3FT Hon BSc,D39,Mathematics and English,D39-GQ13,GQ13
University of Derby,3FT Hon BSc,D39,Mathematics and Environmental Hazards,D39-GF17,GF17
University of Derby,3FT Hon BSc,D39,Mathematics and Human Resource Management,D39-GN16,GN16
University of Derby,3FT Hon BSc,D39,Mathematics and Intntl Relations & Global Devt,D39-GL12,GL12
University of Derby,3FT Hon BA/BSc,D39,Mathematics and Media Writing,D39-GW18,GW18
University of Derby,3FT Hon BA/BSc,D39,Mathematics and Popular Culture & Media,D39-GP13,GP13
University of Derby,3FT Hon BA/BSc,D39,Mathematics and Popular Music Production,D39-GW13,GW13
University of Derby,3FT Hon BA/BSc,D39,Mathematics and Property Development,D39-GK12,GK12
University of Derby,3FT Hon BSc,D39,Mathematics and Sociology,D39-GL13,GL13
University of Derby,3FT Hon BA/BSc,D39,Mathematics and Sport & Exercise Studies,D39-GC16,GC16
University of Derby,3FT Hon BSc,D39,Mathematics and Theatre Arts,D39-GW14,GW14
University of Derby,3FT Hon BSc,D39,Mathematics and Third World Development,D39-GL19,GL19
University of Derby,3FT Hon BSc,D39,Mathematics and Zoology,D39-GC13,GC13
University of Derby,3FT Hon BA/BSc,D39,"Mathematics, History and Education Studies",D39-GV11,GV11
University of Derby,3FT Hon BEng,D39,Mechanical Engineering,D39-H300,H300
University of Derby,1FT FYr FYr,D39,Mechanical Engineering Foundation,D39-H301,H301
University of Derby,3FT Hon BA,D39,Media Production,D39-P310,P310
University of Derby,3FT Hon BA,D39,Media Studies,D39-P300,P300
University of Derby,3FT Hon BA,D39,Media Writing and American Studies,D39-PT3R,PT3R
University of Derby,3FT Hon BA/BSc,D39,Media Writing and Biology,D39-PC31,PC31
University of Derby,3FT Hon BA,D39,Media Writing and Business Management,D39-PNJF,PNJF
University of Derby,3FT Hon BA,D39,Media Writing and Criminology,D39-PM39,PM39
University of Derby,3FT Hon BA,D39,Media Writing and Dance & Movement Studies,D39-PW3N,PW3N
University of Derby,3FT Hon BA,D39,Media Writing and Popular Culture & Media,D39-PP43,PP43
University of Derby,3FT Hon BA,D39,Media Writing and Popular Music Production,D39-WP33,WP33
University of Derby,3FT Hon BA,D39,Media Writing and Property Development,D39-WK82,WK82
University of Derby,3FT Hon BA/BSc,D39,Media Writing and Psychology,D39-WC88,WC88
University of Derby,3FT Hon BA/BSc,D39,Media Writing and Third World Development,D39-WL8X,WL8X
University of Derby,3FT Hon BA/BSc,D39,Media Writing and Zoology,D39-PC33,PC33
University of Derby,1FT FYr FYr,D39,Modular Foundation Programme,D39-Y001,Y001
University of Derby,2FT Fdg FdSc,D39,Motorcycle Engineering,D39-H331,H331
University of Derby,1FT FYr FYr,D39,Motorcycle Engineering Foundation,D39-H332,H332
University of Derby,2FT Fdg FdSc,D39,Motorsport Engineering,D39-H330,H330
University of Derby,1FT Hon BSc,D39,Motorsport Engineering (Top-Up),D39-H334,H334
University of Derby,1FT FYr FYr,D39,Motorsport Engineering Foundation,D39-H333,H333
University of Derby,3FT Hon BSc,D39,Music Technology and Production,D39-J930,J930
University of Derby,1FT FYr FYr,D39,Music Technology and Production Foundation,D39-J932,J932
University of Derby,3FT Hon BSc,D39,Nursing (Adult),D39-B770,B770
University of Derby,3FT Hon BSc,D39,Nursing (Mental Health),D39-B780,B780
University of Derby,3FT Hon BSc,D39,Occupational Therapy,D39-B920,B920
University of Derby,3FT Hon BA,D39,Open Credit Scheme,D39-Y003,Y003
University of Derby,3FT Hon BA,D39,Outdoor Activities Leadership and Coaching,D39-X151,X151
University of Derby,2FT Fdg FdA,D39,Outdoor Activities Management,D39-N295,N295
